,Candidates Created Date,Candidates Utm Source,Candidates Utm Campaign,Candidates Utm Content,Candidates Primary Role,Candidates Origination Market,Candidates Subrole Core or Noncore,Candidates Utm Term,Candidates Count,Candidates Approved,Candidates Onboarded,Candidates Qualified Role Onboard,Candidates Participated
3127,10/26/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static2%),dd3-all,,New York,Non-Core,,1,0,0,0,0
3154,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Project Management,New York,Non-Core,,1,0,0,0,0
3160,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,,Atlanta,Non-Core,,1,0,0,0,0
3166,10/21/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Other,London,Non-Core,,1,0,1,0,0
3184,9/28/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,Data Analytics,New York,Non-Core,,1,0,1,0,0
10437,10/18/2018,twitter,(b2c)(l-all)(r-swe)(onboardllav2),dd3-all,Data Analytics,Boston,Non-Core,,1,1,1,1,1
3186,9/24/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Project Management,New York,Non-Core,,1,0,0,0,0
10768,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Project Management,New York,Non-Core,,1,0,1,1,0
12526,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-18month),jj2-all,Software Engineering,Seattle,Core,,1,1,1,1,1
3198,9/30/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,Other,New York,Non-Core,,1,0,1,0,0
3209,9/20/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Quality Assurance (QA),Other,Non-Core,,1,0,0,0,0
3214,10/3/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-cc2),cc2-all,Data Analytics,London,Non-Core,,1,0,0,0,0
12861,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob1broad),cl7-all,Software Engineering,Boston,Core,,1,0,1,1,0
3220,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Information Technology (IT),SF Bay Area,Non-Core,,1,0,0,0,0
13091,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd7-all,Engineering Management,SF Bay Area,Core,,1,0,1,1,0
3228,9/29/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest-dd3),dd3-all,,New York,Non-Core,,1,0,0,0,0
3230,10/12/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-DevBroadCQOBLAL365),TimeHat,Quality Assurance (QA),Boston,Non-Core,,1,0,0,0,0
3250,10/3/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,Design,New York,Non-Core,,1,0,0,0,0
3251,9/27/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Project Management,New York,Non-Core,,1,0,0,0,0
281,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd7-all,Project Management,Boston,Non-Core,,1,0,1,1,0
1157,10/17/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Project Management,London,Non-Core,,1,0,1,1,0
3268,10/24/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Product Management,SF Bay Area,Non-Core,,1,0,0,0,0
2434,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Design,New York,Non-Core,,1,0,1,1,0
3290,9/24/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Design,New York,Non-Core,,1,0,0,0,0
2750,10/17/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Project Management,France,Non-Core,,1,0,1,1,0
3307,10/3/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd7-all,,New York,Non-Core,,1,0,0,0,0
3551,10/17/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd6-all,Project Management,New York,Non-Core,,1,1,1,1,1
3314,10/20/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Quality Assurance (QA),France,Non-Core,,1,0,0,0,0
3869,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Design,New York,Non-Core,,2,0,1,1,0
3324,9/25/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Information Technology (IT),Washington D.C.,Non-Core,,1,0,0,0,0
5248,10/17/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd6-all,Information Technology (IT),Other,Non-Core,,1,0,1,1,0
6437,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3,Product Management,Boston,Non-Core,,1,0,1,1,0
6521,10/17/2018,twitter,(b2c)(l-all)(r-swe)(keywordslladevops),Doug-Dream,Information Technology (IT),Seattle,Non-Core,,1,0,1,1,0
3359,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-java1%),jj2-all,Project Management,Chicago,Non-Core,,1,0,0,0,0
6947,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Data Analytics,Seattle,Non-Core,,1,0,1,1,0
3407,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Data Analytics,Austin,Non-Core,,1,0,0,0,0
3424,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,,New York,Non-Core,,2,0,0,0,0
3426,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Project Management,Boston,Non-Core,,1,0,0,0,0
3436,10/25/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd3-all,Project Management,Seattle,Non-Core,,1,0,0,0,0
3458,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
3462,10/8/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,,France,Non-Core,,5,0,0,0,0
3465,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,,New York,Non-Core,,1,0,0,0,0
3469,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Design,London,Non-Core,,1,0,0,0,0
3470,10/23/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Other,New York,Non-Core,,1,0,0,0,0
3492,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,,New York,Non-Core,,1,0,0,0,0
3495,10/19/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd6-all,,SF Bay Area,Non-Core,,1,0,0,0,0
8553,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),jj2-all,Data Analytics,SF Bay Area,Non-Core,,1,0,1,1,0
8880,10/17/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Data Analytics,London,Non-Core,,1,0,1,1,0
9289,10/17/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd6-all,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
9476,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd7-all,Project Management,Boston,Non-Core,,1,0,1,1,0
9601,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jk2-all,Project Management,SF Bay Area,Non-Core,,1,0,1,1,0
3523,10/13/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd3-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
3534,10/25/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
3541,9/30/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,Other,SF Bay Area,Non-Core,,1,0,0,0,0
3544,10/5/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,Data Analytics,New York,Non-Core,,1,0,0,0,0
10444,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Project Management,Boston,Non-Core,,1,0,1,1,0
3547,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversioncore-us-coreqob_static),dd3-all,Quality Assurance (QA),Seattle,Non-Core,,1,0,0,0,0
10521,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jk2-all,Design,New York,Non-Core,,1,0,1,1,0
3566,9/21/2018,facebook,(b2c)(l-all)(r-all)(conversions),,,Seattle,Non-Core,,1,0,0,0,0
3570,10/7/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,,New York,Non-Core,,1,0,0,0,0
10572,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd7-all,Project Management,New York,Non-Core,,1,0,1,1,0
3577,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),jk2-all,Design,New York,Non-Core,,1,0,0,0,0
3582,10/21/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,,London,Non-Core,,2,0,0,0,0
12406,10/17/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Software Engineering,SF Bay Area,Core,,2,1,1,1,1
3589,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),jk2-all,Other,SF Bay Area,Non-Core,,1,0,0,0,0
12502,10/17/2018,facebook,(b2c)(l-all)(r-all)(retargeting-us-sitevisitor),jj2-all,Software Engineering,New York,Core,,1,0,1,1,0
3617,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3,Product Management,SF Bay Area,Non-Core,,1,0,0,0,0
3622,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),jk2-all,Data Analytics,New York,Non-Core,,1,0,0,0,0
3632,9/20/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Quality Assurance (QA),London,Non-Core,,1,0,0,0,0
3640,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),jj2-all,Other,New York,Non-Core,,1,0,1,0,0
13570,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob1broad),cl7-all,Software Engineering,Boston,Core,,1,0,1,1,0
3645,10/4/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad140),dd3,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
3657,10/12/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3,Data Analytics,New York,Non-Core,,1,0,0,0,0
3661,9/30/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,,France,Non-Core,,3,0,0,0,0
3674,9/24/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,,Seattle,Non-Core,,1,0,0,0,0
330,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Product Management,SF Bay Area,Non-Core,,1,0,1,1,0
3689,10/9/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Other,France,Non-Core,,1,0,1,0,0
3692,10/10/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad60),dd3,Project Management,New York,Non-Core,,1,0,0,0,0
3698,10/15/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd6-all,Information Technology (IT),Washington D.C.,Non-Core,,1,0,0,0,0
3722,10/5/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Data Analytics,France,Non-Core,,1,0,0,0,0
3723,9/29/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,,France,Non-Core,,1,0,0,0,0
3726,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Quality Assurance (QA),SF Bay Area,Non-Core,,1,0,0,0,0
3738,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,,Seattle,Non-Core,,1,0,0,0,0
590,10/16/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Data Analytics,France,Non-Core,,1,1,1,1,1
3752,10/8/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad60),dd3,Other,New York,Non-Core,,2,0,1,0,0
3756,9/19/2018,facebook,(b2c)(fr)(r-swe)(conversions),,,France,Non-Core,,2,0,0,0,0
3766,10/25/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Other,Other,Non-Core,,1,0,1,0,0
3786,9/20/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Design,France,Non-Core,,2,0,0,0,0
607,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob),jj2-all,Information Technology (IT),Seattle,Non-Core,,1,0,1,1,0
3791,10/6/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,,France,Non-Core,,1,0,0,0,0
3797,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-narrow_interest),dd3-all,Developer Operations (DevOps),Boston,Non-Core,,1,0,0,0,0
3801,10/10/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd7-all,,New York,Non-Core,,1,0,0,0,0
3804,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Other,Boston,Non-Core,,1,0,0,0,0
3819,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Other,New York,Non-Core,,1,0,0,0,0
3822,10/17/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad),dd3-all,Project Management,Seattle,Non-Core,,1,0,0,0,0
1221,10/16/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd6-all,Design,New York,Non-Core,,1,1,1,1,1
1266,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
3862,10/14/2018,twitter,(b2c)(l-all)(r-swe)(keywordsdevops),Girl-Challenge,Information Technology (IT),Boston,Non-Core,,1,0,0,0,0
1292,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3,Product Management,Other,Non-Core,,1,0,1,1,0
2019,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),jj2-all,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
3889,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),jk2-all,,Washington D.C.,Non-Core,,1,0,0,0,0
2168,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),jk2-all,Project Management,Boston,Non-Core,,1,0,1,1,0
3894,10/25/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Product Management,London,Non-Core,,1,0,0,0,0
3912,10/3/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd3-all,Engineering Management,Boston,Non-Core,,1,0,0,0,0
3914,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,,New York,Non-Core,,1,0,0,0,0
3917,10/22/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Design,London,Non-Core,,1,0,0,0,0
3918,10/12/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Developer Operations (DevOps),Seattle,Non-Core,,1,0,0,0,0
3919,10/21/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Quality Assurance (QA),France,Non-Core,,1,0,0,0,0
3921,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),dd3,Project Management,SF Bay Area,Non-Core,,1,0,1,0,0
3951,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,,New York,Non-Core,,1,0,0,0,0
3952,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Project Management,London,Non-Core,,1,0,0,0,0
3957,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3,Design,SF Bay Area,Non-Core,,1,0,0,0,0
3964,10/7/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,,France,Non-Core,,2,0,0,0,0
3967,10/20/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Other,France,Non-Core,,2,0,0,0,0
3970,10/26/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),cl8-all,Data Analytics,London,Non-Core,,1,0,0,0,0
2314,10/16/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd3-all,Data Analytics,SF Bay Area,Non-Core,,1,0,1,1,0
3981,10/11/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
3983,10/21/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,,New York,Non-Core,,3,0,0,0,0
3986,10/22/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Other,London,Non-Core,,1,0,1,0,0
3997,10/6/2018,facebook,(b2c)(l-all)(r-swe)(retargeting-us-signup),dd3,Product Management,New York,Non-Core,,1,0,0,0,0
4000,10/8/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),dd3,,Boston,Non-Core,,1,0,0,0,0
2952,10/16/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest),dd3-all,Data Analytics,London,Non-Core,,1,0,1,1,0
4018,10/2/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-cc2),cc2-all,Other,London,Non-Core,,2,0,1,0,0
4021,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,,Other,Non-Core,,1,0,0,0,0
4024,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd7-all,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
4028,9/28/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad-dd3),dd3-all,Data Analytics,Boston,Non-Core,,1,0,0,0,0
4033,10/24/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,,France,Non-Core,,3,0,0,0,0
4039,10/26/2018,facebook,(b2c)(sea)(r-all)(conversion-us-coreqob_static),sea,Data Analytics,Seattle,Non-Core,,1,0,0,0,0
3057,10/16/2018,twitter,(b2c)(l-all)(r-swe)(keywordslladevops),Doug-Dream,Software Engineering,New York,Non-Core,,1,0,1,1,0
4061,10/2/2018,twitter,(b2c)(l-all)(r-swe)(keywords),dd7-all,Data Analytics,Boston,Non-Core,,1,0,0,0,0
4064,10/12/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Project Management,France,Non-Core,,1,0,0,0,0
3519,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Product Management,New York,Non-Core,,2,1,1,1,1
4074,10/14/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Project Management,Boston,Non-Core,,1,0,0,0,0
4093,10/22/2018,twitter,(b2c)(l-all)(r-swe)(followerllav2),dd3-all,Project Management,Chicago,Non-Core,,1,0,0,0,0
4106,9/25/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Project Management,Los Angeles,Non-Core,,1,0,0,0,0
4108,9/20/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Information Technology (IT),,Non-Core,,1,0,0,0,0
4116,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Product Management,SF Bay Area,Non-Core,,1,0,0,0,0
4119,10/18/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,,France,Non-Core,,1,0,0,0,0
4124,10/12/2018,facebook,(b2c)(l-all)(r-all)(retargeting-us-sitevisitor_16-30d),jk2-all,Data Analytics,Seattle,Non-Core,,1,0,0,0,0
4125,10/23/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Design,France,Non-Core,,1,0,0,0,0
4131,10/24/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jk2-all,Other,New York,Non-Core,,1,0,0,0,0
4146,9/27/2018,facebook,(b2c)(ldn)(r-swe)(conversion-london-interest-cc2),cc2-all,Software Engineering,London,Non-Core,,1,0,0,0,0
4152,10/5/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad),dd3-all,Developer Operations (DevOps),New York,Non-Core,,1,0,0,0,0
4158,10/13/2018,facebook,(b2c)(l-all)(r-all)(conversioncore-us-coreqob_pixel),jk2-all,Project Management,New York,Non-Core,,1,0,0,0,0
4164,9/23/2018,facebook,(b2c)(l-all)(r-all)(video-views),,,New York,Non-Core,,1,0,0,0,0
4168,10/10/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),dd3-all,,Boston,Non-Core,,1,0,0,0,0
4177,9/22/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Project Management,New York,Non-Core,,1,0,0,0,0
4183,10/17/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
4190,10/12/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,Design,New York,Non-Core,,2,0,0,0,0
4199,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob1broad),jj2-all,Developer Operations (DevOps),SF Bay Area,Non-Core,,1,0,0,0,0
4211,9/20/2018,facebook,(b2c)(l-all)(r-swe)(conversions),,Data Analytics,SF Bay Area,Non-Core,,1,0,0,0,0
4230,10/26/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Other,Seattle,Non-Core,,1,0,1,0,0
4245,10/4/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Design,France,Non-Core,,1,0,0,0,0
4247,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),jj2-all,Product Management,New York,Non-Core,,1,0,0,0,0
3971,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Product Management,Seattle,Non-Core,,1,1,1,1,1
4259,9/26/2018,facebook,(b2c)(l-all)(r-all)(conversions),,Other,SF Bay Area,Non-Core,,1,0,1,0,0
4265,10/9/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd7-all,,SF Bay Area,Non-Core,,1,0,0,0,0
4844,10/16/2018,twitter,(b2c)(l-all)(r-swe)(onboardlla),dd6-all,Project Management,New York,Non-Core,,1,0,1,1,0
5360,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-london-interest),jk2-all,Project Management,London,Non-Core,,1,0,1,1,0
4273,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Engineering Management,New York,Non-Core,,1,0,0,0,0
5457,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd3-all,Product Management,New York,Non-Core,,1,0,1,1,0
4286,10/7/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad60),dd3,,New York,Non-Core,,1,0,0,0,0
4287,10/15/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jj2-all,Quality Assurance (QA),SF Bay Area,Non-Core,,1,0,0,0,0
4288,10/7/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad100),dd3,,New York,Non-Core,,1,0,0,0,0
4293,10/19/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),jj2-all,Information Technology (IT),Los Angeles,Non-Core,,1,0,0,0,0
4298,10/15/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Product Management,France,Non-Core,,1,0,0,0,0
4301,10/17/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Product Management,France,Non-Core,,1,0,0,0,0
4307,10/19/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,,New York,Non-Core,,1,0,0,0,0
4308,9/28/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest-ff6),ff6-all,Data Analytics,France,Non-Core,,1,0,0,0,0
4310,10/26/2018,facebook,(b2c)(sf)(r-all)(conversion-us-coreqob_static),sf-all,Other,SF Bay Area,Non-Core,,1,0,0,0,0
4311,10/5/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Project Management,New York,Non-Core,,1,0,0,0,0
7020,10/16/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Product Management,SF Bay Area,Non-Core,,1,1,1,1,1
4323,10/18/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_pixel),dd3-all,Quality Assurance (QA),New York,Non-Core,,1,0,0,0,0
7195,10/16/2018,twitter,(b2c)(l-all)(r-swe)(followerllav4),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,1,1,0
4343,10/25/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Other,New York,Non-Core,,1,0,1,0,0
4350,10/14/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv90d),jj2-all,,Boston,Non-Core,,1,0,0,0,0
4354,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),dd3-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
4357,10/20/2018,twitter,(b2c)(l-all)(r-swe)(followerlla),dd3-all,Information Technology (IT),New York,Non-Core,,1,0,0,0,0
4358,9/27/2018,facebook,%28b2c%29%28ldn%29%28r-swe%29%28conversions%29,,,London,Non-Core,,1,0,0,0,0
4360,10/23/2018,facebook,(b2c)(fr)(r-swe)(conversion-paris-interest),ff6-all,Other,Other,Non-Core,,1,0,0,0,0
4361,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qobpv5),jk2-all,Project Management,New York,Non-Core,,1,0,0,0,0
7363,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d1broad),jk2-all,Design,New York,Non-Core,,1,0,1,1,0
8150,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-qob60d2interest),jk2-all,Project Management,Seattle,Non-Core,,1,0,1,1,0
4388,9/26/2018,facebook,(b2c)(fr)(r-swe)(conversions),,Data Analytics,France,Non-Core,,1,0,0,0,0
4390,9/29/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Project Management,SF Bay Area,Non-Core,,1,0,0,0,0
8566,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversioncore-us-coreqob_pixel),dd3-all,Product Management,Boston,Non-Core,,1,0,1,1,0
4413,10/16/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static),dd7-all,,Boston,Non-Core,,1,0,0,0,0
4417,9/26/2018,facebook,(b2c)(ldn)(r-swe)(conversions),,Information Technology (IT),London,Non-Core,,1,0,0,0,0
4420,10/6/2018,facebook,(b2c)(l-all)(r-swe)(conversion-us-coreqob1broad-dd3),dd3-all,Data Analytics,Boston,Non-Core,,1,0,0,0,0
4422,10/20/2018,facebook,(b2c)(l-all)(r-all)(conversion-us-coreqob_static-6month),dd3-all,,New York,Non-Core,,1,0,0,0,0
